Регистрационный номер;Краткое наименование;Дата регистрации;Возраст компании, лет;Статус;Регион регистрации;Наименование ОКАТО;Вид деятельности/отрасль;Организационно-правовая форма;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2019, Налоги, RUB;2020, Налоги, RUB;2021, Налоги, RUB;2019, Активы  всего, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2019, Капитал и резервы, RUB;2020, Капитал и резервы, RUB;2021, Капитал и резервы, RUB;2019, Пассивы всего, RUB;2020, Пассивы всего, RUB;2021, Пассивы всего, RUB;2019, Чистая прибыль (убыток), RUB;2020, Чистая прибыль (убыток), RUB;2021, Чистая прибыль (убыток), RUB;2019, Оплата труда, RUB;2020, Оплата труда, RUB;2021, Оплата труда, RUB;2019, Прибыль от приносящей доход деятельности, RUB;2020, Прибыль от приносящей доход деятельности, RUB;2021, Прибыль от приносящей доход деятельности, RUB;2019, Всего поступило средств, RUB;2020, Всего поступило средств, RUB;2021, Всего поступило средств, RUB;2019, Расходы на целевые мероприятия, RUB;2020, Расходы на целевые мероприятия, RUB;2021, Расходы на целевые мероприятия, RUB;2019, Расходы на содержание аппарата управления, RUB;2020, Расходы на содержание аппарата управления, RUB;2021, Расходы на содержание аппарата управления, RUB;2019, Приобретение основных средств, инвентаря и иного имущества, RUB;2020, Приобретение основных средств, инвентаря и иного имущества, RUB;2021, Приобретение основных средств, инвентаря и иного имущества, RUB;2019, Всего использовано средств, RUB;2020, Всего использовано средств, RUB;2021, Всего использовано средств, RUB;2019, Остаток средств на конец отчетного года, RUB;2020, Остаток средств на конец отчетного года, RUB;2021, Остаток средств на конец отчетного года, RUB
1023900000750;НПКО;17.06.1993;29,0;Действующая;Калининградская область;Калининградская область, Калининград, Ленинградский;Деятельность профессиональных членских организаций;Нотариальные палаты;;;;;;;;;;27 606 000;28 794 000;32 916 000;26 808 000;26 788 000;30 929 000;27 606 000;28 794 000;32 916 000;1 125 000;522 000;658 000;;;;1 125 000;522 000;658 000;41 467 000;35 085 000;39 118 000;23 615 000;18 675 000;17 721 000;11 815 000;12 690 000;13 485 000;;140 000;;39 030 000;35 105 000;34 806 000;19 922 000;19 902 000;24 214 000
1022300001789;КРАСНОДАРСКАЯ КРАЕВАЯ ОРГАНИЗАЦИЯ ПРОФЕССИОНАЛЬНОГО СОЮЗА РАБОТНИКОВ АГРОПРОМЫШЛЕННОГО КОМПЛЕКСА РОССИЙСКОЙ ФЕДЕРАЦИИ;26.02.1996;26,0;Действующая;Краснодарский край;Краснодарский край, Краснодар, Западный;Деятельность профессиональных союзов;Профсоюзные организации;;;;;;;;;;7 748 000;8 774 000;8 745 000;7 748 000;8 774 000;8 745 000;7 748 000;8 774 000;8 745 000;203 000;98 000;80 000;;;;;;;16 570 000;16 305 000;16 325 000;6 140 000;4 809 000;3 255 000;7 297 000;6 942 000;9 275 000;;120 000;165 000;13 437 000;15 949 000;16 481 000;8 959 000;4 818 000;4 662 000
1085400001554;"АССОЦИАЦИЯ ""НПХК ""СИБИРЬ""";30.04.2008;14,0;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Калининский;Деятельность спортивных объектов;Объединения юридических лиц;;;;;;;;;;241 098 000;275 409 000;724 082 000;-427 570 000;-499 777 000;-39 040 000;241 098 000;275 409 000;724 082 000;29 749 000;-17 769 000;-8 495 000;;;;29 749 000;-17 769 000;;722 463 000;841 695 000;1 308 821 000;410 012 000;644 172 000;222 855 000;206 095 000;213 034 000;247 071 000;91 436 000;107 466 000;371 748 000;714 603 000;970 664 000;848 084 000;-601 879 000;-730 848 000;-39 040 000
1037746005571;НРМФ;04.06.2003;19,0;Действующая;Москва;Москва, Зеленоградский, Савелки;Деятельность в области спорта прочая;Общественные организации;;;;;;;;;;;135 000;135 000;;;-92 000;;135 000;135 000;;;-38 000;;;;;;;;;;;;;;;;;;;;;;;;
1027802765836;СОЮЗ НС МШИНСКАЯ;13.04.1989;33,0;Действующая;Ленинградская область;Ленинградская область, Лужский район, п Мшинская;Деятельность коммерческих и предпринимательских членских организаций;Объединения юридических лиц;;;;;;;;;;2 264 000;4 032 000;535 000;;;;2 264 000;4 032 000;535 000;;;;1 738 000;1 586 000;1 292 000;;;1 325 000;15 064 000;17 208 000;19 464 000;11 962 000;10 320 000;18 237 000;1 738 000;1 586 000;1 292 000;;;;13 934 000;14 796 000;22 961 000;1 620 000;4 032 000;535 000
1053800012364;МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ХРАМА СВЯТЫХ МУЧЕНИЦ ВЕРЫ, НАДЕЖДЫ, ЛЮБОВИ И МАТЕРИ ИХ СОФИИ Г. ИРКУТСКА ИРКУТСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ);04.04.2005;17,0;Действующая;Иркутская область;Иркутская область, Иркутск, Октябрьский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027739010056;"РОО ""НТА""АПФН""";22.08.1996;25,5;Действующая;Москва;Москва, Центральный, Басманный;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;646 000;1 261 000;1 227 000;;;;646 000;1 261 000;1 227 000;;;;;;;;-120 000;98 000;2 046 000;1 590 000;1 656 000;2 758 000;860 000;1 413 000;988 000;74 000;215 000;;;124 000;3 746 000;934 000;1 752 000;524 000;1 180 000;1 084 000
1045207696808;"АССОЦИАЦИЯ ""НТЛ""";12.05.2004;18,0;Действующая;Нижегородская область;Нижегородская область, Нижний Новгород, Нижегородский;Деятельность туристических агентств;Объединения юридических лиц;;;;;;;;;;25 000;6 000;470 000;-75 000;;259 000;25 000;6 000;470 000;7 000;;-13 000;;;;;1 000;293 000;;56 000;328 000;;11 000;60 000;;43 000;189 000;;;;;63 000;266 000;;4 000;65 000
1161326055000;"АНО ""НТМ""";25.07.2016;5,5;Действующая;Мордовия (Республика);Республика Мордовия, Саранск, Пролетарский;Деятельность в области телевизионного вещания;Автономные некоммерческие организации;;;;;;;;;;5 558 000;7 957 000;9 048 000;-3 451 000;1 172 000;6 982 000;5 558 000;7 957 000;9 048 000;-1 811 000;2 026 000;4 004 000;;;;;1 922 000;;36 000 000;47 772 000;43 045 000;;;;30 171 000;31 032 000;36 707 000;890 000;2 601 000;1 668 000;36 006 000;45 855 000;43 045 000;-1 917 000;;
1157700014053;"БФ ""НУЖНА ПОМОЩЬ""";31.08.2015;6,5;Действующая;Москва;Москва, Центральный, Пресненский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;29 257 000;120 679 000;117 542 000;12 377 000;87 647 000;110 625 000;29 257 000;120 679 000;117 542 000;808 000;1 745 000;3 943 000;36 050 000;30 714 000;76 084 000;808 000;1 745 000;3 942 000;310 595 000;527 251 000;472 509 000;288 485 000;436 738 000;430 098 000;14 309 000;12 476 000;15 746 000;11 043 000;7 342 000;3 180 000;313 956 000;459 275 000;452 710 000;105 000;68 081 000;87 880 000
1114700002196;НФДЮС;09.08.2011;10,5;Действующая;Ленинградская область;Ленинградская область, Выборгский район, п Ленинское;Деятельность в области спорта прочая;Фонды;;;;;;;;;;455 000;226 000;192 000;4 000;;;455 000;226 000;192 000;4 000;;;;;;;;;226 000;330 000;539 000;143 000;;539 000;251 000;330 000;;;;;394 000;330 000;539 000;2 000;2 000;2 000
1157700001953;"ФОНД ""НФР""";13.02.2015;7,0;Действующая;Москва;Москва, Юго-Западный, Черемушки;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Фонды;;;;;;;;;;4 142 000;1 870 000;1 562 000;3 918 000;1 354 000;901 000;4 142 000;1 870 000;1 562 000;;;10 000;;3 030 000;1 478 000;;;12 000;6 464 000;4 665 000;4 742 000;4 679 000;6 711 000;3 422 000;1 611 000;423 000;1 760 000;;94 000;12 000;7 044 000;7 229 000;5 194 000;3 918 000;1 354 000;901 000
1127799017939;АССОЦИАЦИЯ ХОККЕИСТОВ ЛЮБИТЕЛЕЙ;11.09.2012;9,5;Действующая;Москва;Москва, Восточный, Сокольники;Деятельность физкультурно-оздоровительная;Объединения юридических лиц;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027739737574;"АССОЦИАЦИЯ ""НХП РОССИИ""";09.12.2002;19,5;Действующая;Москва;Москва, Юго-Западный, Академический;Деятельность профессиональных членских организаций;Объединения юридических лиц;;;;;;;;;;43 649 000;46 603 000;61 557 000;38 293 000;29 652 000;29 652 000;43 649 000;46 603 000;61 557 000;13 477 000;-11 121 000;38 385 000;21 438 000;14 564 000;13 958 000;13 477 000;11 219 000;;15 093 000;12 435 000;;165 000;156 000;;14 524 000;11 776 000;;;;;15 092 000;11 933 000;;1 000;503 000;
1126600004629;ФОНД НЦРП;03.09.2012;9,5;Действующая;Свердловская область;Свердловская область, Новоуральск;Консультирование по вопросам коммерческой деятельности и управления;Фонды;;;;;;;;;;71 035 000;66 577 000;68 867 000;;;;71 035 000;66 577 000;68 867 000;-2 612 000;;;;;;;;625 000;2 650 000;2 519 000;5 303 000;6 065 000;1 406 000;2 275 000;705 000;1 078 000;2 403 000;;;;6 996 000;3 919 000;5 485 000;45 985 000;44 585 000;51 337 000
1177700021641;"АНО ""НЭСТ М""";08.02.1999;23,0;Действующая;Москва;Москва, Северный, Коптево;Производство пестицидов и прочих агрохимических продуктов;Автономные некоммерческие организации;;;;;;;;;;188 863 000;208 503 000;191 780 000;166 354 000;;;188 863 000;208 503 000;191 780 000;-9 696 000;-7 358 000;-28 458 000;;;;;;;;;;;;;;;;;;;;;;;;
1175000001912;"АНОО ""ОБЛАСТНАЯ ГИМНАЗИЯ ИМ. Е.М. ПРИМАКОВА""";20.04.2017;5,0;Действующая;Московская область;Московская область, Одинцово, д Раздоры;Образование среднее общее;Автономные некоммерческие организации;;;;;;;;;;1 159 953 000;1 573 842 000;1 963 809 000;1 019 825 000;1 288 677 000;1 480 800 000;1 159 953 000;1 573 842 000;1 963 809 000;100 554 000;199 463 000;243 789 000;328 861 000;433 979 000;512 726 000;100 554 000;199 463 000;243 789 000;967 207 000;820 605 000;776 985 000;477 482 000;551 753 000;584 862 000;;;;81 547 000;178 779 000;101 121 000;559 029 000;730 532 000;685 983 000;822 123 000;912 196 000;1 003 198 000
1137600001153;"ОО ЯО ""ОБЛПОТРЕБ""";05.08.2013;8,5;Действующая;Ярославская область;Ярославская область, Ярославль, Ленинский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;28 000;17 000;53 000;55 000;43 000;25 000;28 000;17 000;53 000;13 000;-10 000;-18 000;;;;;;;;;;;;;;;;;;;;;;;;
